USER_NAME,REVIEW_DATE,RESTAURANT,USER_REVIEWS,USER_RESTAURANT_REVIEWS,USER_HELPFUL_VOTES,REVIEW_STARS
"Krisztian Ferry... K",8/23/2015,"Cafe Factotum",22,12,4,5
hemingwayaway,7/31/2015,"Cafe Factotum",137,66,242,4
"Izabela P",7/30/2015,"Cafe Factotum",10,6,2,5
reisegalen,7/15/2015,"Cafe Factotum",4,3,1,5
"Leonard G",4/26/2015,"Cafe Factotum",8,8,2,4
"Kalle H",3/24/2015,"Cafe Factotum",2,0,1,5
ajs202,2/15/2015,"Cafe Factotum",40,22,14,3
"Krisztian Ferry... K",1/17/2015,"Cafe Factotum",22,12,4,4
"Kenneth S",1/11/2015,"Cafe Factotum",1,0,1,5
File101,12/6/2014,"Cafe Factotum",163,93,68,5
4-legged-creature,11/22/2014,"Cafe Factotum",39,14,10,5
"Leena S",11/22/2014,"Cafe Factotum",182,125,40,4
minnam11,10/11/2014,"Cafe Factotum",14,7,3,5
jjknyc,9/27/2014,"Cafe Factotum",43,24,14,5
zombilly,9/6/2014,"Cafe Factotum",20,16,5,4
3kids2cats1spouse,9/5/2014,"Cafe Factotum",5,0,3,5
"Kamila P",3/13/2014,"Cafe Factotum",3,0,0,5
Mattsaman,1/3/2014,"Cafe Factotum",80,29,51,4
MonikaGda...,10/22/2015,"Cafe Factotum",11,7,0,4
MariaMaga...,9/8/2015,"Cafe Factotum",2,0,0,5
"Sylwia P",8/15/2015,"Cafe Factotum",45,24,12,4
"olov a",8/15/2015,"Cafe Factotum",6,6,2,2
ArekZegar...,8/15/2015,"Cafe Factotum",1,0,0,5
Radosaw...,7/28/2015,"Cafe Factotum",7,0,3,5
"Edyta S",7/25/2015,"Cafe Factotum",96,70,18,4
"Paulina S",7/17/2015,"Cafe Factotum",12,12,0,4
funnylike...,7/17/2015,"Cafe Factotum",18,15,5,5
"Eva E",7/16/2015,"Cafe Factotum",6,6,2,4
"Tomasz D",6/23/2015,"Cafe Factotum",2,0,1,4
"Mateusz D",6/18/2015,"Cafe Factotum",5,5,0,5
BearFC,6/15/2015,"Cafe Factotum",26,12,5,4
"Joanna M",5/3/2015,"Cafe Factotum",2,0,0,5
humptyang...,4/18/2015,"Cafe Factotum",5,5,3,5
Aleksandr...,3/5/2015,"Cafe Factotum",1,0,0,5
"Zet E",2/18/2015,"Cafe Factotum",41,17,18,5
"Andreas G",2/9/2015,"Cafe Factotum",24,14,1,5
akoloskov,11/29/2014,"Cafe Factotum",198,88,75,5
"Norbert J",8/24/2014,"Cafe Factotum",5,5,1,5
"Yulia R",8/11/2014,"Cafe Factotum",401,176,662,5
NOREKID,7/26/2014,"Cafe Factotum",2,0,0,5
Wojciech...,4/14/2014,"Cafe Factotum",302,177,160,4
IgorB61,3/3/2014,"Cafe Factotum",17,7,6,5
ashka1,11/15/2015,"Hard Rock Cafe",54,37,30,5
nr1rolf,11/14/2015,"Hard Rock Cafe",13,9,2,4
m0zfan,11/12/2015,"Hard Rock Cafe",58,40,68,4
"Ela H",11/12/2015,"Hard Rock Cafe",5,0,1,5
"Veronica W",11/12/2015,"Hard Rock Cafe",2,0,0,5
"Iain U",11/5/2015,"Hard Rock Cafe",60,33,29,4
"Ingrid F",11/5/2015,"Hard Rock Cafe",1,0,0,5
"Roberto P",11/5/2015,"Hard Rock Cafe",7,0,1,5
Tennce,11/5/2015,"Hard Rock Cafe",1,0,0,4
"Rune S",11/5/2015,"Hard Rock Cafe",13,11,0,4
"Geri L",11/5/2015,"Hard Rock Cafe",5,0,4,5
sjshrews,10/29/2015,"Hard Rock Cafe",40,15,33,4
"Melissa R",10/29/2015,"Hard Rock Cafe",1,0,0,5
3Monica3B,10/29/2015,"Hard Rock Cafe",3,0,1,2
"Przemysaw S",10/29/2015,"Hard Rock Cafe",1,0,0,5
"Irene J",10/29/2015,"Hard Rock Cafe",3,3,1,5
"Jan L",10/29/2015,"Hard Rock Cafe",2,0,0,5
Daeon,10/29/2015,"Hard Rock Cafe",2,0,2,4
therams_1884,10/22/2015,"Hard Rock Cafe",154,33,70,3
bellydancerG,10/22/2015,"Hard Rock Cafe",42,18,14,4
Stephipephi,10/14/2015,"Hard Rock Cafe",47,16,19,5
jojimbo,10/6/2015,"Hard Rock Cafe",182,95,101,4
"Martin P",10/6/2015,"Hard Rock Cafe",44,21,26,4
"Michael H",9/28/2015,"Hard Rock Cafe",30,20,6,3
"Michal G",9/20/2015,"Hard Rock Cafe",123,52,24,4
"Mark W",9/14/2015,"Hard Rock Cafe",1,0,1,5
"Jacqueline K",9/13/2015,"Hard Rock Cafe",104,68,51,4
"lutz d",9/12/2015,"Hard Rock Cafe",1,0,0,4
"Darcy Y",9/12/2015,"Hard Rock Cafe",1,0,0,5
HairyLion,9/6/2015,"Hard Rock Cafe",52,25,21,2
"Adelfa C",9/2/2015,"Hard Rock Cafe",8,4,1,5
"Carla M",8/30/2015,"Hard Rock Cafe",21,17,4,3
Rennil,8/30/2015,"Hard Rock Cafe",1,0,0,5
sandrat322,8/27/2015,"Hard Rock Cafe",5,0,1,4
alexnewman333,8/19/2015,"Hard Rock Cafe",2,0,0,2
KatjaPievilainen,8/18/2015,"Hard Rock Cafe",4,0,6,4
lancashireglassh0use,8/18/2015,"Hard Rock Cafe",30,8,12,5
EirinLZ,8/15/2015,"Hard Rock Cafe",17,14,10,3
Bozenna_BATOGOWSKA,8/15/2015,"Hard Rock Cafe",1,0,0,5
rockie2015,8/15/2015,"Hard Rock Cafe",1,0,0,5
"Elton W",8/13/2015,"Hard Rock Cafe",1,0,0,5
edytadabrowska,8/13/2015,"Hard Rock Cafe",1,0,0,5
"Sean R",8/10/2015,"Hard Rock Cafe",4,3,0,5
Debsbrads,8/9/2015,"Hard Rock Cafe",29,13,30,5
"Richard M",8/8/2015,"Hard Rock Cafe",5,0,2,5
bentepia,8/8/2015,"Hard Rock Cafe",3,0,2,4
"Rafal G",8/7/2015,"Hard Rock Cafe",5,4,7,5
"Hallvard F",8/6/2015,"Hard Rock Cafe",1,0,0,4
67piar,8/5/2015,"Hard Rock Cafe",13,13,4,3
ThereseVS,7/26/2015,"Hard Rock Cafe",38,11,4,4
"Aman Y",7/21/2015,"Hard Rock Cafe",1,0,1,4
kjellsky,7/20/2015,"Hard Rock Cafe",2,0,0,4
Decid,7/20/2015,"Hard Rock Cafe",19,9,10,2
"Kenneth V",7/19/2015,"Hard Rock Cafe",1,0,0,5
"Renate F",7/19/2015,"Hard Rock Cafe",3,0,2,4
"Niel A",7/17/2015,"Hard Rock Cafe",3,0,1,3
miimikko,7/17/2015,"Hard Rock Cafe",15,14,1,1
Spikbebis,7/16/2015,"Hard Rock Cafe",14,10,3,3
"Aga C",7/16/2015,"Hard Rock Cafe",23,9,7,2
333kri,7/16/2015,"Hard Rock Cafe",1,0,0,4
669maja,7/15/2015,"Hard Rock Cafe",4,4,0,4
"Ramin F",7/12/2015,"Hard Rock Cafe",12,10,2,3
Eskog,7/12/2015,"Hard Rock Cafe",127,92,99,4
"Marek C",7/11/2015,"Hard Rock Cafe",1,0,0,5
llqool,7/9/2015,"Hard Rock Cafe",62,16,47,4
"Ashild l",7/9/2015,"Hard Rock Cafe",4,3,0,5
Tapio31,7/8/2015,"Hard Rock Cafe",31,16,3,3
louiseflory,7/6/2015,"Hard Rock Cafe",1,0,0,5
torilhell,7/5/2015,"Hard Rock Cafe",4,0,0,4
"Lee C",7/5/2015,"Hard Rock Cafe",48,19,15,5
"Johhny G",7/5/2015,"Hard Rock Cafe",1,0,0,5
sigbjoha,7/3/2015,"Hard Rock Cafe",28,18,12,4
Eilfjert,6/30/2015,"Hard Rock Cafe",1,0,0,5
soluzcwb,6/29/2015,"Hard Rock Cafe",43,9,25,5
"Ted P",6/29/2015,"Hard Rock Cafe",246,94,81,5
Stistens,6/25/2015,"Hard Rock Cafe",29,10,10,3
"Caroline T",6/24/2015,"Hard Rock Cafe",1,0,0,4
"Dave T",6/23/2015,"Hard Rock Cafe",17,14,0,5
"Steven C",6/22/2015,"Hard Rock Cafe",4,0,6,5
"Micky D",6/21/2015,"Hard Rock Cafe",1,0,0,5
"Tim M",6/20/2015,"Hard Rock Cafe",1,0,0,5
"Carl B",6/20/2015,"Hard Rock Cafe",5,4,0,4
"Anthony B",6/19/2015,"Hard Rock Cafe",2,0,2,5
"Kjetil H",6/3/2015,"Hard Rock Cafe",1,0,0,5
"Christian S",5/29/2015,"Hard Rock Cafe",1,0,0,5
thearndt,5/23/2015,"Hard Rock Cafe",145,65,76,4
"Ian A",5/23/2015,"Hard Rock Cafe",26,12,8,1
oss2_12,5/18/2015,"Hard Rock Cafe",17,9,8,5
christiano_10,5/15/2015,"Hard Rock Cafe",251,39,125,4
bobcz,5/5/2015,"Hard Rock Cafe",64,12,36,2
Fortunamor,4/23/2015,"Hard Rock Cafe",22,5,11,5
SaleDamc,4/21/2015,"Hard Rock Cafe",154,51,70,4
uvarvu,4/19/2015,"Hard Rock Cafe",81,58,35,4
Elivth,4/19/2015,"Hard Rock Cafe",16,4,16,4
WeeMouse85,4/8/2015,"Hard Rock Cafe",35,16,20,5
"Mark S",4/4/2015,"Hard Rock Cafe",1,0,0,4
bontemps777,3/31/2015,"Hard Rock Cafe",1,0,0,5
Livvy-bean,3/31/2015,"Hard Rock Cafe",5,4,2,4
theoldwoman,3/31/2015,"Hard Rock Cafe",128,76,104,3
Astridrh,3/31/2015,"Hard Rock Cafe",1,0,0,5
Kesialucie,3/31/2015,"Hard Rock Cafe",1,0,0,5
"sally h",3/29/2015,"Hard Rock Cafe",75,37,74,5
"Chris C",3/25/2015,"Hard Rock Cafe",15,5,8,5
KaylaManning,3/24/2015,"Hard Rock Cafe",64,22,127,4
"Anette H",3/17/2015,"Hard Rock Cafe",13,6,3,4
MagdaMarek_13,3/11/2015,"Hard Rock Cafe",10,6,50,3
"Davie H",3/8/2015,"Hard Rock Cafe",26,17,10,5
"Simon R",3/8/2015,"Hard Rock Cafe",20,12,10,5
"Even S",3/7/2015,"Hard Rock Cafe",1,0,0,5
Traveloskar,3/7/2015,"Hard Rock Cafe",1,0,1,5
m0zfan,3/4/2015,"Hard Rock Cafe",58,40,68,3
Archer196,2/26/2015,"Hard Rock Cafe",1,0,0,5
"Aleks U",2/23/2015,"Hard Rock Cafe",12,11,14,1
"Ragnar L",2/22/2015,"Hard Rock Cafe",1,0,0,5
DonCamilloNoruega,2/19/2015,"Hard Rock Cafe",3,0,0,4
"Rafal G",2/14/2015,"Hard Rock Cafe",5,4,7,5
Tollefsen179,2/8/2015,"Hard Rock Cafe",1,0,0,5
"Mark B",2/5/2015,"Hard Rock Cafe",24,19,8,5
Berit57,2/3/2015,"Hard Rock Cafe",85,38,42,5
"Anita Hellevik M",2/1/2015,"Hard Rock Cafe",1,0,0,5
"Johannes S",1/31/2015,"Hard Rock Cafe",11,8,5,5
Xoyrasmor,1/26/2015,"Hard Rock Cafe",1,0,0,5
Autofilo,1/26/2015,"Hard Rock Cafe",21,15,7,3
"Joshua M",1/24/2015,"Hard Rock Cafe",56,36,20,5
"james h",1/24/2015,"Hard Rock Cafe",7,3,3,5
DavidZurhaar,1/21/2015,"Hard Rock Cafe",2,0,1,5
"Matthijs J",1/21/2015,"Hard Rock Cafe",20,9,5,4
"Ramin P",1/19/2015,"Hard Rock Cafe",1,0,0,5
"m m",1/12/2015,"Hard Rock Cafe",126,75,26,5
"Laras S",1/11/2015,"Hard Rock Cafe",15,9,2,4
Christerjonsson,1/11/2015,"Hard Rock Cafe",4,0,0,5
jonih654,1/9/2015,"Hard Rock Cafe",2,0,1,5
Ola-Thengs,1/7/2015,"Hard Rock Cafe",1,0,0,5
"Conrad H",1/5/2015,"Hard Rock Cafe",29,13,12,5
CheckpointArchzie123,1/4/2015,"Hard Rock Cafe",6,3,2,5
"Andrew K",1/3/2015,"Hard Rock Cafe",1,0,1,1
"Sarah L",1/2/2015,"Hard Rock Cafe",24,13,10,4
"Kjetil B",12/30/2014,"Hard Rock Cafe",6,5,2,4
Mkamyk,12/22/2014,"Hard Rock Cafe",1,0,0,5
HerrFUDGE,12/11/2014,"Hard Rock Cafe",55,33,27,5
"Alexandra Jane K",11/23/2014,"Hard Rock Cafe",3,3,0,5
alojzy,11/21/2014,"Hard Rock Cafe",20,12,34,5
aurisofia,11/8/2014,"Hard Rock Cafe",15,10,10,4
och_i,11/7/2014,"Hard Rock Cafe",34,27,11,3
IvarE35,11/6/2014,"Hard Rock Cafe",35,18,8,4
"Diina L",11/6/2014,"Hard Rock Cafe",5,0,1,1
"Jimmy K",10/31/2014,"Hard Rock Cafe",94,60,15,5
kellylu,10/27/2014,"Hard Rock Cafe",49,20,31,3
Joivha,10/22/2014,"Hard Rock Cafe",32,18,16,2
PaulFinland,10/20/2014,"Hard Rock Cafe",55,23,19,4
"Milan P",10/15/2014,"Hard Rock Cafe",6,5,2,4
JanBehrmann,10/13/2014,"Hard Rock Cafe",5,0,1,5
minnam11,10/11/2014,"Hard Rock Cafe",14,7,3,5
SpiderB2,10/11/2014,"Hard Rock Cafe",13,7,8,4
Baget,10/10/2014,"Hard Rock Cafe",21,13,3,4
"Michael K",10/2/2014,"Hard Rock Cafe",39,13,12,3
Sandrine_xx,9/17/2014,"Hard Rock Cafe",4,0,0,5
Warren5,9/9/2014,"Hard Rock Cafe",92,7,53,5
PeteWils,9/4/2014,"Hard Rock Cafe",252,171,85,4
Jenny0128,9/2/2014,"Hard Rock Cafe",5,3,3,5
"Lucy B",9/1/2014,"Hard Rock Cafe",32,11,24,4
Tomto147,8/30/2014,"Hard Rock Cafe",62,19,44,2
"Judith C",8/12/2014,"Hard Rock Cafe",13,8,12,2
Ireneusz...,11/18/2015,"Hard Rock Cafe",1,0,0,5
"Camilla J",11/18/2015,"Hard Rock Cafe",8,4,0,5
"Malina J",11/18/2015,"Hard Rock Cafe",2,0,0,5
"Anna J",11/17/2015,"Hard Rock Cafe",1,0,0,5
Aneta95.9...,11/12/2015,"Hard Rock Cafe",1,0,0,5
"Sandra C",11/12/2015,"Hard Rock Cafe",1,0,0,5
Weronika...,11/12/2015,"Hard Rock Cafe",1,0,0,5
"Lena P",11/12/2015,"Hard Rock Cafe",1,0,0,5
"Filip K",11/12/2015,"Hard Rock Cafe",11,9,1,5
"Susanna S",11/12/2015,"Hard Rock Cafe",1,0,0,5
"Zuzanna K",11/12/2015,"Hard Rock Cafe",1,0,0,5
"Kenneth M",11/12/2015,"Hard Rock Cafe",9,0,2,5
"Natalia P",11/12/2015,"Hard Rock Cafe",1,0,0,5
"Klaudja M",11/5/2015,"Hard Rock Cafe",1,0,0,5
ceccypia,11/5/2015,"Hard Rock Cafe",75,43,26,4
ArteDeiSa...,11/5/2015,"Hard Rock Cafe",13,12,1,4
"Shiro T",11/5/2015,"Hard Rock Cafe",1,0,0,5
"Kristin M",11/5/2015,"Hard Rock Cafe",5,0,1,5
Harsko,10/29/2015,"Hard Rock Cafe",62,19,13,4
434aghad,10/29/2015,"Hard Rock Cafe",32,15,8,4
"Stian S",10/29/2015,"Hard Rock Cafe",47,12,16,3
loleha,10/29/2015,"Hard Rock Cafe",14,6,0,4
m7o,10/29/2015,"Hard Rock Cafe",20,13,4,5
"Jacek R",10/29/2015,"Hard Rock Cafe",1,0,0,5
"Geir V",10/29/2015,"Hard Rock Cafe",8,5,0,1
"Marta W",10/29/2015,"Hard Rock Cafe",1,0,0,5
i-s-moroz...,10/22/2015,"Hard Rock Cafe",26,7,1,5
Adamjot,10/22/2015,"Hard Rock Cafe",23,11,1,4
ducrocq27,10/22/2015,"Hard Rock Cafe",94,14,20,5
"Tomasz S",10/22/2015,"Hard Rock Cafe",5,4,5,5
45anetap,10/15/2015,"Hard Rock Cafe",21,19,4,1
"Siv E",10/15/2015,"Hard Rock Cafe",22,9,4,3
Salikatt,10/13/2015,"Hard Rock Cafe",37,22,43,2
Unibert,10/11/2015,"Hard Rock Cafe",45,22,13,5
"Bartek J",10/10/2015,"Hard Rock Cafe",40,25,7,2
"Oscar F",10/8/2015,"Hard Rock Cafe",1,0,0,5
Kikki_178...,10/8/2015,"Hard Rock Cafe",16,5,2,5
Agnieszka...,10/4/2015,"Hard Rock Cafe",21,6,3,4
"Micha K",10/4/2015,"Hard Rock Cafe",11,10,2,4
Westgerma...,10/3/2015,"Hard Rock Cafe",3,3,1,5
Karianne...,9/30/2015,"Hard Rock Cafe",11,9,1,5
Maj-Britt...,9/27/2015,"Hard Rock Cafe",6,3,0,4
Simsalabi...,9/26/2015,"Hard Rock Cafe",219,93,69,4
Duppsko,9/24/2015,"Hard Rock Cafe",12,9,9,3
"Petter Th...",9/15/2015,"Hard Rock Cafe",11,7,1,3
Karolina1...,9/13/2015,"Hard Rock Cafe",24,20,0,4
FRG47,9/10/2015,"Hard Rock Cafe",13,8,2,3
jymand,9/6/2015,"Hard Rock Cafe",7,5,3,2
"Daniel L",9/4/2015,"Hard Rock Cafe",8,0,1,4
"Micha K",9/1/2015,"Hard Rock Cafe",5,5,0,5
"Roy P",8/30/2015,"Hard Rock Cafe",10,4,7,3
"Daniel G",8/29/2015,"Hard Rock Cafe",1,0,0,4
TobiZag,8/28/2015,"Hard Rock Cafe",1,0,0,5
"Filip G",8/28/2015,"Hard Rock Cafe",1,0,0,5
"Alina O",8/28/2015,"Hard Rock Cafe",39,20,23,5
"Marta N",8/27/2015,"Hard Rock Cafe",26,25,5,5
"per inge...",8/27/2015,"Hard Rock Cafe",3,0,2,3
Christoph...,8/25/2015,"Hard Rock Cafe",1,0,0,5
"Eryk P",8/25/2015,"Hard Rock Cafe",64,23,16,4
chrispe01,8/24/2015,"Hard Rock Cafe",17,10,2,3
Karolina...,8/24/2015,"Hard Rock Cafe",1,0,0,5
"Marta S",8/22/2015,"Hard Rock Cafe",4,4,0,5
"Denis B",8/22/2015,"Hard Rock Cafe",100,24,60,4
tonee88,8/20/2015,"Hard Rock Cafe",9,7,2,5
"Martin M",8/16/2015,"Hard Rock Cafe",5,5,3,1
"Anna J",8/16/2015,"Hard Rock Cafe",1,0,0,5
Weronika...,8/15/2015,"Hard Rock Cafe",3,0,0,5
"Monika B",8/15/2015,"Hard Rock Cafe",1,0,0,5
"Natalia K",8/13/2015,"Hard Rock Cafe",1,0,0,5
beaaata,8/13/2015,"Hard Rock Cafe",1,0,0,5
Natalia,8/13/2015,"Hard Rock Cafe",1,0,0,5
Angelika...,8/11/2015,"Hard Rock Cafe",9,0,2,4
Karolina...,8/11/2015,"Hard Rock Cafe",1,0,0,5
"Kuba R",8/10/2015,"Hard Rock Cafe",1,0,0,5
"Monika K",8/8/2015,"Hard Rock Cafe",5,3,2,5
helene651,8/7/2015,"Hard Rock Cafe",2,0,0,2
ensamswe,8/6/2015,"Hard Rock Cafe",3,0,0,5
Hatmyr,8/3/2015,"Hard Rock Cafe",9,4,12,3
"Emma S",8/1/2015,"Hard Rock Cafe",2,0,1,5
MK2B,8/1/2015,"Hard Rock Cafe",105,105,40,2
"Rafa A",8/1/2015,"Hard Rock Cafe",1,0,0,5
"Marta B",8/1/2015,"Hard Rock Cafe",2,0,0,5
"Per Magnu...",8/1/2015,"Hard Rock Cafe",2,0,0,4
DomiLein9...,7/31/2015,"Hard Rock Cafe",4,3,4,4
Fabiocost...,7/30/2015,"Hard Rock Cafe",9,7,3,5
Reisefote...,7/30/2015,"Hard Rock Cafe",6,4,4,4
"Anna M",7/30/2015,"Hard Rock Cafe",1,0,0,5
Vladislav...,7/30/2015,"Hard Rock Cafe",2,0,0,5
"Ketil J",7/28/2015,"Hard Rock Cafe",17,10,12,2
"Marta J",7/27/2015,"Hard Rock Cafe",1,0,0,5
"Mira C",7/26/2015,"Hard Rock Cafe",3,3,0,5
"Raphael S",7/24/2015,"Hard Rock Cafe",1,0,0,5
"Dag R",7/24/2015,"Hard Rock Cafe",3,3,0,4
"Tomasz R",7/24/2015,"Hard Rock Cafe",2,0,1,5
"Gro Anita...",7/22/2015,"Hard Rock Cafe",5,0,2,5
"Thomas B",7/22/2015,"Hard Rock Cafe",5,4,3,2
"Hege Pett...",7/20/2015,"Hard Rock Cafe",1,0,0,5
jo_aleks,7/19/2015,"Hard Rock Cafe",7,7,1,5
"Roland K",7/18/2015,"Hard Rock Cafe",15,13,3,3
Petter729,7/18/2015,"Hard Rock Cafe",30,13,3,2
"Wenche H",7/17/2015,"Hard Rock Cafe",4,0,0,1
Alpenbitt...,7/16/2015,"Hard Rock Cafe",41,24,26,5
MadridVoy...,7/15/2015,"Hard Rock Cafe",13,7,13,3
"Barbara D",7/15/2015,"Hard Rock Cafe",8,0,2,4
"Bartosz K",7/14/2015,"Hard Rock Cafe",11,4,1,4
"Lise E",7/13/2015,"Hard Rock Cafe",1,0,0,4
"Ulrika P",7/13/2015,"Hard Rock Cafe",16,9,2,3
Lagunama,7/13/2015,"Hard Rock Cafe",13,3,3,5
katy_nen,7/10/2015,"Hard Rock Cafe",6,0,2,4
anMart0n,7/10/2015,"Hard Rock Cafe",30,19,3,4
Sawomir...,7/6/2015,"Hard Rock Cafe",4,0,3,5
mortyblac...,7/5/2015,"Hard Rock Cafe",7,5,0,4
"Micha M",7/4/2015,"Hard Rock Cafe",12,8,5,5
marimarif...,7/3/2015,"Hard Rock Cafe",5,5,3,5
"Aina F",7/2/2015,"Hard Rock Cafe",10,7,4,5
Christel...,6/30/2015,"Hard Rock Cafe",2,0,1,1
vebsja,6/30/2015,"Hard Rock Cafe",10,6,12,4
Mangersne...,6/28/2015,"Hard Rock Cafe",1,0,0,5
"Kine L",6/25/2015,"Hard Rock Cafe",10,8,1,4
EdwardBi,6/24/2015,"Hard Rock Cafe",10,4,1,3
SamiK90,6/23/2015,"Hard Rock Cafe",2,0,0,3
"Piotr C",6/21/2015,"Hard Rock Cafe",1,0,0,5
"Kamil J",6/15/2015,"Hard Rock Cafe",1,0,1,5
vszlatkin,6/9/2015,"Hard Rock Cafe",381,246,174,5
Natalia27...,5/28/2015,"Hard Rock Cafe",20,6,6,3
"Ivar S",5/27/2015,"Hard Rock Cafe",5,3,0,3
"Alexey B",5/21/2015,"Hard Rock Cafe",75,35,16,5
"Alberto C",5/21/2015,"Hard Rock Cafe",22,10,5,3
"Bard A",5/18/2015,"Hard Rock Cafe",46,29,5,4
"Dom Jaime...",5/18/2015,"Hard Rock Cafe",13,4,1,4
"Andreas K",5/17/2015,"Hard Rock Cafe",78,22,60,5
Reisevant...,5/16/2015,"Hard Rock Cafe",2,0,0,4
Artsartur,5/5/2015,"Hard Rock Cafe",48,28,14,4
"Carsten L",5/3/2015,"Hard Rock Cafe",12,7,2,2
Katharina...,5/1/2015,"Hard Rock Cafe",54,13,30,5
Columbusa...,5/1/2015,"Hard Rock Cafe",122,29,101,5
"Jane E",4/29/2015,"Hard Rock Cafe",2,0,0,5
Gapatrost...,4/24/2015,"Hard Rock Cafe",24,19,7,3
Upperfiel...,4/18/2015,"Hard Rock Cafe",1,0,0,3
lucaheat,4/12/2015,"Hard Rock Cafe",585,235,131,4
"Mania B",3/31/2015,"Hard Rock Cafe",1,0,0,5
kajamozej...,3/30/2015,"Hard Rock Cafe",14,6,5,4
"Agata B",3/29/2015,"Hard Rock Cafe",1,0,0,5
Agnieszka...,3/29/2015,"Hard Rock Cafe",1,0,0,5
Skuffet_1...,3/28/2015,"Hard Rock Cafe",19,4,7,4
"Robert K",3/25/2015,"Hard Rock Cafe",14,5,3,4
"Darek G",3/23/2015,"Hard Rock Cafe",2,0,0,5
Karolina...,3/15/2015,"Hard Rock Cafe",1,0,0,5
Shoppailu...,3/9/2015,"Hard Rock Cafe",16,5,2,4
SaraSkrzy...,3/6/2015,"Hard Rock Cafe",1,0,0,5
milcia81,3/4/2015,"Hard Rock Cafe",63,23,15,3
Helliks,3/3/2015,"Hard Rock Cafe",1,0,0,5
RenateSti...,3/3/2015,"Hard Rock Cafe",1,0,0,4
Nataliaa8...,3/3/2015,"Hard Rock Cafe",13,7,4,5
"Patryk M",3/1/2015,"Hard Rock Cafe",1,0,0,5
GosiaKJ,2/28/2015,"Hard Rock Cafe",37,25,13,4
"Marcin B",2/26/2015,"Hard Rock Cafe",1,0,0,5
Globtrote...,2/25/2015,"Hard Rock Cafe",11,7,6,5
"Nina T",2/23/2015,"Hard Rock Cafe",7,6,3,3
"Lasse B",2/22/2015,"Hard Rock Cafe",155,62,28,3
"Micha M",2/22/2015,"Hard Rock Cafe",12,8,5,5
AlexTrojm...,2/22/2015,"Hard Rock Cafe",12,9,3,4
Laars1,2/21/2015,"Hard Rock Cafe",30,18,8,4
"Kuba S",2/15/2015,"Hard Rock Cafe",1,0,2,5
"Dariusz T",2/10/2015,"Hard Rock Cafe",14,6,10,3
Zuzanna95,2/10/2015,"Hard Rock Cafe",1,0,1,5
KsieznaDi...,2/10/2015,"Hard Rock Cafe",1,0,0,5
"Marta W",2/9/2015,"Hard Rock Cafe",1,0,0,5
jompah,2/8/2015,"Hard Rock Cafe",7,5,3,4
"Magda K",2/6/2015,"Hard Rock Cafe",2,0,0,5
"Adam J",2/1/2015,"Hard Rock Cafe",3,3,0,4
Psittacus...,1/28/2015,"Hard Rock Cafe",2,0,2,5
"Jarl V",1/22/2015,"Hard Rock Cafe",1,0,0,4
Mickey_Ri...,1/20/2015,"Hard Rock Cafe",1,0,0,2
"Elif E",1/19/2015,"Hard Rock Cafe",29,7,10,5
"Piotr e",1/18/2015,"Hard Rock Cafe",1,0,0,5
vszlatkin,1/8/2015,"Hard Rock Cafe",381,246,174,5
"Harmsen R",1/7/2015,"Hard Rock Cafe",5,3,0,4
Wojciech...,1/6/2015,"Hard Rock Cafe",1,0,0,5
sansaKRK,1/3/2015,"Hard Rock Cafe",1,0,0,5
jjt34gr,1/2/2015,"Hard Rock Cafe",81,36,21,4
Koszalin,12/31/2014,"Hard Rock Cafe",8,5,2,5
Jon-Even...,12/20/2014,"Hard Rock Cafe",10,4,3,4
nitek79,12/9/2014,"Hard Rock Cafe",57,24,29,3
weltentde...,12/2/2014,"Hard Rock Cafe",18,7,3,5
wypustecz...,11/28/2014,"Hard Rock Cafe",10,6,4,3
"Marek D",11/22/2014,"Hard Rock Cafe",91,55,28,4
elinnygar...,11/17/2014,"Hard Rock Cafe",7,3,1,2
pmalina6,11/12/2014,"Hard Rock Cafe",23,17,9,4
"Anna G",10/30/2014,"Hard Rock Cafe",16,10,7,5
annkri,10/30/2014,"Hard Rock Cafe",41,20,9,5
Andrzej,10/23/2014,"Hard Rock Cafe",3,0,2,5
"Nicole J",10/23/2014,"Hard Rock Cafe",11,7,1,5
unnimarle...,10/21/2014,"Hard Rock Cafe",59,33,16,5
MN1991,10/20/2014,"Hard Rock Cafe",14,9,8,2
"Filorga C",10/16/2014,"Hard Rock Cafe",1,0,0,5
"Eliot F",10/14/2014,"Hard Rock Cafe",2,0,0,5
natalia_k...,9/30/2014,"Hard Rock Cafe",3,3,1,5
martuulek...,9/25/2014,"Hard Rock Cafe",6,0,6,5
Elwirab,9/25/2014,"Hard Rock Cafe",4,0,1,4
sobol_77,9/23/2014,"Hard Rock Cafe",3,3,0,5
Ilyha007,9/11/2014,"Hard Rock Cafe",48,8,21,4
runner-oh...,9/10/2014,"Hard Rock Cafe",828,365,379,4
"Tomas K",9/7/2014,"Hard Rock Cafe",20,17,4,2
gabrielct...,9/3/2014,"Hard Rock Cafe",720,381,700,4
hey_dafna,9/1/2014,"Hard Rock Cafe",3,0,2,5
Marta_Kat...,8/21/2014,"Hard Rock Cafe",47,35,10,5
Stehell,7/31/2014,"Hard Rock Cafe",53,29,7,1
Stahlsa,7/22/2014,"Hard Rock Cafe",82,46,17,4
Sherham,11/5/2015,"Bellevue Restaurant",24,7,18,4
"william t",10/29/2015,"Bellevue Restaurant",133,95,16,4
